Unit,Parameter,Time,Value,Scenario
El_PV,fix_units_on,2019-01-18T07:00:00,0.0,Base
El_PV,fix_units_on,2019-01-18T08:00:00,0.139,Base
El_PV,fix_units_on,2019-01-18T09:00:00,0.298,Base
El_PV,fix_units_on,2019-01-18T10:00:00,0.378,Base
El_PV,fix_units_on,2019-01-18T11:00:00,0.391,Base
El_PV,fix_units_on,2019-01-18T12:00:00,0.36,Base
El_PV,fix_units_on,2019-01-18T13:00:00,0.237,Base
El_PV,fix_units_on,2019-01-18T14:00:00,0.057,Base
El_PV,fix_units_on,2019-01-18T15:00:00,0.0,Base
El_PV,fix_units_on,2019-01-18T16:00:00,0.0,Base
El_PV,fix_units_on,2019-01-18T17:00:00,0.0,Base
